Image ID,Test Condition,True Class,Predicted Class,Correct,Confidence,Leaf Pixels,Activated Pixels,Affected Region %,Weighted Activation,Health Score,Severity,Image Quality Passed,Failure Type
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,0.9871,50176,12356,24.63,0.4134,55,Moderate,False,High-confidence error
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,D. Dark,tomato_Late blight,tomato_Late blight,True,0.9998,50176,9338,18.61,0.3084,59,Moderate,False,None
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.9484,50176,15517,30.93,0.33,51,Moderate,True,None
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,F. Uneven Lighting,tomato_Late blight,tomato_Late blight,True,0.9988,50176,9347,18.63,0.3115,58,Moderate,True,None
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.9971,50176,13074,26.06,0.3127,53,Moderate,False,None
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,I. Rotated,tomato_Late blight,tomato_Late blight,True,0.9889,50176,7950,15.84,0.2863,62,Moderate,True,None
9ed83599-49d6-479c-a69b-a133d9aee606___GHLB_PS Leaf 1.3 Day 13_final_masked.jpg,K. Small Portion,tomato_Late blight,tomato_Late blight,True,0.8429,50176,4468,8.9,0.1691,64,Moderate,True,None
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,A. Normal,tomato_Late blight,tomato_healthy,False,0.8134,50176,7059,14.07,0.3727,98,Healthy,True,High-confidence error
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,B. Low-Resolution,tomato_Late blight,tomato_healthy,False,0.7314,50176,5012,9.99,0.1966,99,Healthy,False,High-confidence error
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,0.9985,50176,23146,46.13,0.5284,42,Moderate,False,High-confidence error
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,D. Dark,tomato_Late blight,tomato_Late blight,True,0.5698,50176,4079,8.13,0.1631,68,Moderate,False,Low-confidence correct (Warning)
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.4669,50176,1495,2.98,0.1129,69,Moderate,True,Low-confidence correct (Warning)
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,F. Uneven Lighting,tomato_Late blight,tomato_healthy,False,0.8055,50176,9292,18.52,0.4117,98,Healthy,True,High-confidence error
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.9261,50176,4250,8.47,0.2567,66,Moderate,False,None
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,I. Rotated,tomato_Late blight,tomato_Late blight,True,0.9798,50176,8483,16.91,0.2943,59,Moderate,True,None
4c25c41d-6e73-46e6-bf17-f9571fa80733___RS_Late.B 6077_final_masked.jpg,K. Small Portion,tomato_Late blight,tomato_Early blight,False,0.5056,50176,3035,6.05,0.1578,68,Moderate,True,Low-confidence correct rejection
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,A. Normal,tomato_Late blight,tomato_Late blight,True,1.0,50176,8066,16.08,0.2437,59,Moderate,False,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,B. Low-Resolution,tomato_Late blight,tomato_Late blight,True,0.6486,50176,4637,9.24,0.1881,65,Moderate,False,Low-confidence correct (Warning)
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,0.968,50176,8242,16.43,0.2943,58,Moderate,False,High-confidence error
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,D. Dark,tomato_Late blight,tomato_Late blight,True,1.0,50176,10251,20.43,0.28,56,Moderate,False,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.9996,50176,7439,14.83,0.2322,59,Moderate,True,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,F. Uneven Lighting,tomato_Late blight,tomato_Late blight,True,1.0,50176,8720,17.38,0.2475,58,Moderate,False,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.9083,50176,3954,7.88,0.1722,66,Moderate,False,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,I. Rotated,tomato_Late blight,tomato_Late blight,True,0.9993,50176,8241,16.42,0.2723,58,Moderate,False,None
37621a3b-a1df-4052-bd30-40ac0f04252a___GHLB2 Leaf 149.1_final_masked.jpg,K. Small Portion,tomato_Late blight,tomato_Late blight,True,0.5067,50176,3404,6.78,0.1157,66,Moderate,True,Low-confidence correct (Warning)
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,A. Normal,tomato_Late blight,tomato_Late blight,True,0.9712,50176,5254,10.47,0.1762,63,Moderate,True,None
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,B. Low-Resolution,tomato_Late blight,tomato_Early blight,False,0.999,50176,19990,39.84,0.5247,48,Moderate,False,High-confidence error
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,1.0,50176,7271,14.49,0.2911,61,Moderate,False,High-confidence error
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,D. Dark,tomato_Late blight,tomato_Early blight,False,0.9778,50176,20657,41.17,0.5235,45,Moderate,False,High-confidence error
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.9994,50176,8635,17.21,0.2607,58,Moderate,True,None
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,F. Uneven Lighting,tomato_Late blight,tomato_healthy,False,0.744,50176,21973,43.79,0.456,98,Healthy,True,High-confidence error
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.9505,50176,7033,14.02,0.2472,61,Moderate,False,None
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,I. Rotated,tomato_Late blight,tomato_healthy,False,0.9687,50176,9220,18.38,0.3512,98,Healthy,True,High-confidence error
a93d975c-6992-4f12-b454-5b3268961e20___RS_Late.B 4892_final_masked.jpg,K. Small Portion,tomato_Late blight,tomato_Early blight,False,0.8609,50176,22589,45.02,0.4744,44,Moderate,True,High-confidence error
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,A. Normal,tomato_Late blight,tomato_Late blight,True,1.0,24748,13753,55.57,0.5457,35,Severe,True,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,B. Low-Resolution,tomato_Late blight,tomato_Late blight,True,0.5833,25620,6282,24.52,0.3398,55,Moderate,False,Low-confidence correct (Warning)
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,0.9343,25107,5146,20.5,0.3523,57,Moderate,False,High-confidence error
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,D. Dark,tomato_Late blight,tomato_Late blight,True,0.9999,50176,14309,28.52,0.3821,52,Moderate,False,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.9792,25627,8828,34.45,0.4398,49,Moderate,True,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,F. Uneven Lighting,tomato_Late blight,tomato_Late blight,True,1.0,29182,10505,36.0,0.4477,48,Moderate,True,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.9998,33427,7955,23.8,0.2867,54,Moderate,True,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,I. Rotated,tomato_Late blight,tomato_Late blight,True,1.0,24597,13749,55.9,0.5674,37,Severe,True,None
2cf091ac-156c-4e33-a66b-645439d084f3___GHLB2 Leaf 8896.JPG,K. Small Portion,tomato_Late blight,tomato_Late blight,True,0.9562,50176,6034,12.03,0.2056,61,Moderate,True,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,A. Normal,tomato_Late blight,tomato_Late blight,True,0.9985,50176,12392,24.7,0.3558,55,Moderate,True,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,B. Low-Resolution,tomato_Late blight,tomato_Early blight,False,1.0,50176,19534,38.93,0.5534,46,Moderate,False,High-confidence error
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,C. Slightly Blurred,tomato_Late blight,tomato_Early blight,False,1.0,50176,11800,23.52,0.4238,56,Moderate,False,High-confidence error
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,D. Dark,tomato_Late blight,tomato_Late blight,True,0.8963,50176,6838,13.63,0.2336,62,Moderate,False,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,E. Overexposed,tomato_Late blight,tomato_Late blight,True,0.8072,50176,4442,8.85,0.2198,65,Moderate,True,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,F. Uneven Lighting,tomato_Late blight,tomato_Late blight,True,0.9958,50176,11113,22.15,0.2611,56,Moderate,True,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,H. Partial Leaf,tomato_Late blight,tomato_Late blight,True,0.8114,50176,5046,10.06,0.2054,65,Moderate,False,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,I. Rotated,tomato_Late blight,tomato_Late blight,True,0.9882,50176,10004,19.94,0.3041,55,Moderate,True,None
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late.B 4991_final_masked.jpg,K. Small Portion,tomato_Late blight,tomato_Early blight,False,0.7763,50176,18872,37.61,0.4612,48,Moderate,True,High-confidence error
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,A. Normal,tomato_healthy,tomato_healthy,True,1.0,24798,4847,19.55,0.4457,98,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,B. Low-Resolution,tomato_healthy,tomato_healthy,True,1.0,16542,6177,37.34,0.5151,97,Healthy,False,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,C. Slightly Blurred,tomato_healthy,tomato_healthy,True,0.6931,16090,5283,32.83,0.4402,98,Healthy,False,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,D. Dark,tomato_healthy,tomato_healthy,True,0.9818,15352,3010,19.61,0.4423,98,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,E. Overexposed,tomato_healthy,tomato_healthy,True,1.0,16983,2614,15.39,0.4064,98,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,1.0,21145,1787,8.45,0.3099,98,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,H. Partial Leaf,tomato_healthy,tomato_healthy,True,1.0,25093,803,3.2,0.2212,99,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,I. Rotated,tomato_healthy,tomato_healthy,True,1.0,24217,15981,65.99,0.6301,97,Healthy,True,None
1b6ac535-3a40-40c7-a626-d11181dfb5a4___GH_HL Leaf 304.JPG,K. Small Portion,tomato_healthy,tomato_healthy,True,0.9808,50176,12016,23.95,0.4118,98,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,A. Normal,tomato_healthy,tomato_healthy,True,1.0,4932,4106,83.25,0.745,96,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,B. Low-Resolution,tomato_healthy,tomato_healthy,True,1.0,9853,4800,48.72,0.538,97,Healthy,False,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,C. Slightly Blurred,tomato_healthy,tomato_healthy,True,0.999,5439,14,0.26,0.1535,99,Healthy,False,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,D. Dark,tomato_healthy,tomato_healthy,True,0.9999,4073,103,2.53,0.3699,98,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,E. Overexposed,tomato_healthy,tomato_healthy,True,1.0,5192,3910,75.31,0.7368,96,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,1.0,29149,11005,37.75,0.5232,97,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,H. Partial Leaf,tomato_healthy,tomato_healthy,True,1.0,25515,908,3.56,0.2104,99,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,I. Rotated,tomato_healthy,tomato_healthy,True,1.0,4999,4999,100.0,0.815,96,Healthy,True,None
1352e7ea-9a81-44fb-98e9-25ee6c701753___RS_HL 0549.JPG,K. Small Portion,tomato_healthy,tomato_healthy,True,0.9995,50176,11560,23.04,0.3829,98,Healthy,True,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,1.0,50176,13422,26.75,0.4481,98,Healthy,True,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9959,50176,5191,10.35,0.2604,99,Healthy,False,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_healthy,True,0.7436,50176,4524,9.02,0.1864,99,Healthy,False,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,D. Dark,tomato_healthy,tomato_Late blight,False,0.9819,50176,14323,28.55,0.4096,53,Moderate,False,High-confidence error
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.9995,50176,11274,22.47,0.4315,98,Healthy,True,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,0.9997,50176,9348,18.63,0.3829,98,Healthy,True,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.7746,50176,6228,12.41,0.3438,98,Healthy,False,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,0.9999,50176,16627,33.14,0.4161,98,Healthy,True,None
0576ef4b-c843-4dfb-b148-c917f7d605b7___GH_HL Leaf 299_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.963,50176,16750,33.38,0.4604,98,Healthy,True,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,1.0,50176,18442,36.75,0.5291,97,Healthy,True,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9562,50176,4546,9.06,0.2217,99,Healthy,False,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_healthy,True,0.8498,50176,5356,10.67,0.2022,99,Healthy,False,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,D. Dark,tomato_healthy,tomato_healthy,True,0.5147,50176,6364,12.68,0.2623,99,Healthy,False,Low-confidence correct (Warning)
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.9921,50176,12567,25.05,0.4461,98,Healthy,True,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,1.0,50176,16366,32.62,0.5128,97,Healthy,True,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.9687,50176,9662,19.26,0.3445,98,Healthy,False,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,0.9974,50176,15546,30.98,0.438,98,Healthy,True,None
2b6c6705-59ce-4afe-8ad1-62a367ea10e0___RS_HL 9994_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.9886,50176,10601,21.13,0.4389,98,Healthy,True,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,1.0,50176,10800,21.52,0.3228,98,Healthy,True,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.8754,50176,2237,4.46,0.1176,99,Healthy,False,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.9742,50176,11336,22.59,0.302,58,Moderate,False,High-confidence error
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,D. Dark,tomato_healthy,tomato_healthy,True,0.7344,50176,3112,6.2,0.1678,99,Healthy,False,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.8445,50176,8090,16.12,0.3084,98,Healthy,True,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,1.0,50176,10932,21.79,0.3399,98,Healthy,True,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,1.0,50176,11411,22.74,0.3596,98,Healthy,False,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,1.0,50176,13987,27.88,0.4277,98,Healthy,True,None
2bce59d3-c971-46da-8bb5-bc36b712e208___GH_HL Leaf 257_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.7118,50176,8777,17.49,0.4009,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,1.0,50176,14970,29.83,0.4364,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9928,50176,6436,12.83,0.2071,99,Healthy,False,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.994,50176,12637,25.19,0.3646,54,Moderate,False,High-confidence error
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,D. Dark,tomato_healthy,tomato_healthy,True,0.5602,50176,899,1.79,0.0876,100,Healthy,False,Low-confidence correct (Warning)
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,1.0,50176,13499,26.9,0.4199,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,1.0,50176,12272,24.46,0.3878,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.9998,50176,12781,25.47,0.3473,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,0.9999,50176,20277,40.41,0.4802,98,Healthy,True,None
28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.997,50176,10563,21.05,0.3762,98,Healthy,True,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,1.0,50176,9916,19.76,0.4467,98,Healthy,True,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.926,50176,4010,7.99,0.2054,99,Healthy,False,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.9128,50176,7333,14.61,0.2451,62,Moderate,False,High-confidence error
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,D. Dark,tomato_healthy,tomato_Late blight,False,0.9899,50176,11530,22.98,0.3621,55,Moderate,False,High-confidence error
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_Late blight,False,0.4991,50176,5208,10.38,0.1959,64,Moderate,True,Low-confidence correct rejection
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,0.9999,50176,10256,20.44,0.3924,98,Healthy,True,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.7568,50176,7089,14.13,0.3055,98,Healthy,False,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,I. Rotated,tomato_healthy,tomato_healthy,True,0.9978,50176,13370,26.65,0.4051,98,Healthy,True,None
24336aa8-a0ad-404e-9669-3661d9920aec___GH_HL Leaf 435.1_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_Late blight,False,0.6805,50176,4667,9.3,0.1308,64,Moderate,True,High-confidence error
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,0.6065,50176,4239,8.45,0.2283,99,Healthy,False,Low-confidence correct (Warning)
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9867,50176,8503,16.95,0.3184,98,Healthy,False,None
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.9251,50176,15707,31.3,0.4275,51,Moderate,False,High-confidence error
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,D. Dark,tomato_healthy,tomato_Late blight,False,0.9936,50176,5407,10.78,0.2144,63,Moderate,False,High-confidence error
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.9815,50176,11517,22.95,0.4257,98,Healthy,True,None
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_Late blight,False,0.9682,50176,6792,13.54,0.2359,60,Moderate,False,High-confidence error
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,H. Partial Leaf,tomato_healthy,tomato_healthy,True,0.5357,50176,12159,24.23,0.3684,98,Healthy,False,Low-confidence correct (Warning)
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,I. Rotated,tomato_healthy,tomato_Late blight,False,0.9104,50176,6360,12.68,0.2092,62,Moderate,False,High-confidence error
16ed4e23-5218-4e8b-85df-86a7069a675d___GH_HL Leaf 519.1_final_masked.jpg,K. Small Portion,tomato_healthy,tomato_healthy,True,0.8045,50176,11867,23.65,0.4803,98,Healthy,True,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,A. Normal,tomato_healthy,tomato_healthy,True,0.998,50176,16224,32.33,0.4549,98,Healthy,True,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,B. Low-Resolution,tomato_healthy,tomato_healthy,True,0.9999,50176,11900,23.72,0.3545,98,Healthy,False,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,C. Slightly Blurred,tomato_healthy,tomato_Early blight,False,0.5467,50176,5135,10.23,0.2041,63,Moderate,False,Low-confidence correct rejection
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,D. Dark,tomato_healthy,tomato_Late blight,False,0.5508,50176,5593,11.15,0.232,63,Moderate,False,Low-confidence correct rejection
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,E. Overexposed,tomato_healthy,tomato_healthy,True,0.9999,50176,16058,32.0,0.4582,98,Healthy,True,None
2b1cbc53-a62b-4daf-b233-8fc1d8d8c099___RS_HL 0296_final_masked.jpg,F. Uneven Lighting,tomato_healthy,tomato_healthy,True,0.9929,50176,12699,25.31,0.3584,98,Healthy,True,None
