filename,physical_leaf_id,true_class,predicted_class,confidence,correct,error_type,brightness,contrast,saturation,sharpness,leaf_area_ratio
b3129245-a3b0-4451-a213-b15fe08734b7___RS_Erly.B 9423_final_masked.jpg,RS_Erly.B 9423,tomato_Early blight,tomato_Early blight,0.9348403,True,Correct Early Blight,35.45564270019531,56.49573535229327,47.042083740234375,488.4460144042969,0.3182220458984375
d418610e-e676-4722-b84a-6de973499fa9___RS_Erly.B 9425_final_masked.jpg,RS_Erly.B 9425,tomato_Early blight,tomato_Early blight,0.617268,True,Correct Early Blight,36.99137878417969,54.322232462526095,52.34217834472656,665.7672576901969,0.3506317138671875
089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428.JPG,RS_Erly.B 9428,tomato_Early blight,tomato_Early blight,0.93681973,True,Correct Early Blight,115.47564697265625,53.56569810861848,46.02107238769531,1830.0493440811988,0.983917236328125
089243e5-f319-4ed2-b10c-603328ff4143___RS_Erly.B 9428_final_masked.jpg,RS_Erly.B 9428,tomato_Early blight,tomato_Early blight,0.98551315,True,Correct Early Blight,42.48118591308594,53.19724161013067,55.05058288574219,606.1853954456747,0.436737060546875
59dbd132-6e6c-4127-a218-b7602cbee670___RS_Erly.B 9449.JPG,RS_Erly.B 9449,tomato_Early blight,tomato_Early blight,0.8225069,True,Correct Early Blight,107.54254150390625,49.1607271138958,66.69003295898438,5183.973439648515,0.9850616455078125
59dbd132-6e6c-4127-a218-b7602cbee670___RS_Erly.B 9449_final_masked.jpg,RS_Erly.B 9449,tomato_Early blight,tomato_Early blight,0.86810255,True,Correct Early Blight,44.3876953125,51.43433904379456,72.12918090820312,776.1281738271937,0.4623565673828125
fa5e382e-d1ad-42f9-a4e5-afb343f77a53___RS_Erly.B 9453_final_masked.jpg,RS_Erly.B 9453,tomato_Early blight,tomato_Early blight,0.99839896,True,Correct Early Blight,31.334808349609375,48.666814737952315,55.42451477050781,769.1969604482874,0.3238372802734375
546af1f7-3d4f-4024-88b1-f981fea7f2dd___RS_Erly.B 9455.JPG,RS_Erly.B 9455,tomato_Early blight,tomato_Early blight,0.99051183,True,Correct Early Blight,115.76823425292969,55.95949516145941,70.08973693847656,3821.2678846409544,0.99560546875
546af1f7-3d4f-4024-88b1-f981fea7f2dd___RS_Erly.B 9455_final_masked.jpg,RS_Erly.B 9455,tomato_Early blight,tomato_Early blight,0.9959559,True,Correct Early Blight,43.23838806152344,49.86286624376156,76.59013366699219,682.046722411178,0.486419677734375
e11ee1f8-8de2-4d9c-a0c1-86bc42350fd9___RS_Erly.B 9472_final_masked.jpg,RS_Erly.B 9472,tomato_Early blight,tomato_Early blight,0.9936243,True,Correct Early Blight,36.76164245605469,44.7582573317766,80.26651000976562,409.5046617053449,0.4398345947265625
5adb20df-006b-4a5d-a1c4-c8284eee9e20___RS_Erly.B 9484.JPG,RS_Erly.B 9484,tomato_Early blight,tomato_Early blight,0.8200098,True,Correct Early Blight,124.17620849609375,51.238564776837016,56.547027587890625,6521.677719136467,0.978179931640625
5adb20df-006b-4a5d-a1c4-c8284eee9e20___RS_Erly.B 9484_final_masked.jpg,RS_Erly.B 9484,tomato_Early blight,tomato_Early blight,0.91912645,True,Correct Early Blight,57.30726623535156,66.3395480239071,67.66986083984375,956.9779052585363,0.4719696044921875
b45de15f-76b6-46bf-9990-e819dbef21d1___RS_Erly.B 9491_final_masked.jpg,RS_Erly.B 9491,tomato_Early blight,tomato_Early blight,0.9930093,True,Correct Early Blight,51.67710876464844,59.596341687590844,69.08917236328125,975.1798248232808,0.4772186279296875
7dc08826-98ed-4885-abfe-85beedbd8cab___RS_Erly.B 9498.JPG,RS_Erly.B 9498,tomato_Early blight,tomato_Early blight,0.99854785,True,Correct Early Blight,107.41941833496094,53.522803243519284,49.97560119628906,4585.69745966699,0.9567108154296875
7dc08826-98ed-4885-abfe-85beedbd8cab___RS_Erly.B 9498_final_masked.jpg,RS_Erly.B 9498,tomato_Early blight,tomato_Early blight,0.95545334,True,Correct Early Blight,37.05824279785156,53.121688586943996,46.053131103515625,577.9686584239826,0.3537445068359375
8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504.JPG,RS_Erly.B 9504,tomato_Early blight,tomato_Early blight,0.59574324,True,Correct Early Blight,126.65605163574219,59.82605197616629,0.0,4227.260211046552,0.96600341796875
8c757ec5-a977-412f-bf8e-208fefc79063___RS_Erly.B 9504_final_masked.jpg,RS_Erly.B 9504,tomato_Early blight,tomato_Early blight,0.99047804,True,Correct Early Blight,38.877227783203125,50.99701340472335,65.57174682617188,500.5541215443518,0.3977508544921875
b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521_final_masked.jpg,RS_Erly.B 9521,tomato_Early blight,tomato_Early blight,0.9978242,True,Correct Early Blight,49.53828430175781,66.33618338773275,51.27421569824219,581.2348937951028,0.400146484375
de57a88b-7170-4eca-93f6-330df50fa8b5___RS_Erly.B 9541_final_masked.jpg,RS_Erly.B 9541,tomato_Early blight,tomato_Early blight,0.96722746,True,Correct Early Blight,61.349884033203125,65.67360680830723,67.82594299316406,417.66784611251205,0.5273895263671875
3af16e88-1b4d-46d5-a099-7450600f11e8___RS_Erly.B 9545.JPG,RS_Erly.B 9545,tomato_Early blight,tomato_Early blight,0.9846885,True,Correct Early Blight,109.4957275390625,50.975807406361426,57.9451904296875,1434.2546658010688,0.9966888427734375
3af16e88-1b4d-46d5-a099-7450600f11e8___RS_Erly.B 9545_final_masked.jpg,RS_Erly.B 9545,tomato_Early blight,tomato_Early blight,0.9822207,True,Correct Early Blight,47.68287658691406,55.31887049297737,67.85337829589844,541.6668496241327,0.478851318359375
3fa32b26-e7bb-493e-b7c2-c40e3f3df380___RS_Erly.B 9546.JPG,RS_Erly.B 9546,tomato_Early blight,tomato_Early blight,0.74605006,True,Correct Early Blight,109.75323486328125,37.15601002977223,54.475128173828125,1790.1326098924037,0.99822998046875
3fa32b26-e7bb-493e-b7c2-c40e3f3df380___RS_Erly.B 9546_final_masked.jpg,RS_Erly.B 9546,tomato_Early blight,tomato_Early blight,0.54656065,True,Correct Early Blight,53.25550842285156,62.07041409086677,62.334075927734375,759.4454550594091,0.46087646484375
1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547.JPG,RS_Erly.B 9547,tomato_Early blight,tomato_Early blight,0.9615076,True,Correct Early Blight,119.4437255859375,48.15622694208656,54.220306396484375,1032.4620305763092,0.993499755859375
1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547_final_masked.jpg,RS_Erly.B 9547,tomato_Early blight,tomato_Early blight,0.6671977,True,Correct Early Blight,56.24024963378906,65.41911974704125,66.74807739257812,467.55068968236446,0.484100341796875
20a276c8-90b5-475f-811b-1d63f34f1c10___RS_Erly.B 9551.JPG,RS_Erly.B 9551,tomato_Early blight,tomato_Early blight,0.8813697,True,Correct Early Blight,110.75125122070312,46.08374277249789,58.82745361328125,1390.4699837712105,0.987152099609375
20a276c8-90b5-475f-811b-1d63f34f1c10___RS_Erly.B 9551_final_masked.jpg,RS_Erly.B 9551,tomato_Early blight,tomato_Early blight,0.63452303,True,Correct Early Blight,41.925445556640625,57.06814005519704,61.89476013183594,436.2325437068939,0.3996429443359375
95de9f94-ddb1-4303-b3d9-a3ad2b430bbf___RS_Erly.B 9554.JPG,RS_Erly.B 9554,tomato_Early blight,tomato_Early blight,0.80486417,True,Correct Early Blight,99.701171875,44.34355450641534,0.0,1211.9242911783513,0.9957122802734375
95de9f94-ddb1-4303-b3d9-a3ad2b430bbf___RS_Erly.B 9554_final_masked.jpg,RS_Erly.B 9554,tomato_Early blight,tomato_Early blight,0.9958677,True,Correct Early Blight,48.637664794921875,51.62879999885924,74.095458984375,788.9972534030676,0.516448974609375
8fd0e481-6590-4314-8dd9-975e5da774c8___RS_Erly.B 9559.JPG,RS_Erly.B 9559,tomato_Early blight,tomato_Late blight,0.63875633,False,Early Blight -> Late Blight,101.58509826660156,55.490884861557355,0.0,2700.4843058732804,0.9802703857421875
8fd0e481-6590-4314-8dd9-975e5da774c8___RS_Erly.B 9559_final_masked.jpg,RS_Erly.B 9559,tomato_Early blight,tomato_Early blight,0.9996152,True,Correct Early Blight,37.868865966796875,45.45651229921082,83.96122741699219,580.4524993223604,0.4755401611328125
90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566.JPG,RS_Erly.B 9566,tomato_Early blight,tomato_Late blight,0.5134258,False,Early Blight -> Late Blight,112.76982116699219,43.3261677372423,0.0,914.3203245715704,0.998291015625
90b9c783-480b-4f9b-a97a-d632f60a8f24___RS_Erly.B 9566_final_masked.jpg,RS_Erly.B 9566,tomato_Early blight,tomato_Late blight,0.7655416,False,Early Blight -> Late Blight,60.578460693359375,68.54514585431363,54.91932678222656,625.6709289541468,0.4869842529296875
c78c9d19-e83d-4c3b-a690-e6e3b95c979d___RS_Erly.B 9569_final_masked.jpg,RS_Erly.B 9569,tomato_Early blight,tomato_Late blight,0.48988497,False,Early Blight -> Late Blight,46.94743347167969,56.65389444623502,62.5546875,443.85647582635283,0.45697021484375
abb2b25f-a1a8-49c7-8bc9-a66dc224481d___RS_Erly.B 9573_final_masked.jpg,RS_Erly.B 9573,tomato_Early blight,tomato_Early blight,0.92373985,True,Correct Early Blight,44.615203857421875,59.50478647817688,50.20680236816406,604.8307800292969,0.409149169921875
e87f8d6a-9728-4d12-b6b3-e07c77db939b___RS_Erly.B 9576_final_masked.jpg,RS_Erly.B 9576,tomato_Early blight,tomato_Early blight,0.91652,True,Correct Early Blight,48.70155334472656,57.90541225850443,79.2325439453125,953.7750243991613,0.45819091796875
07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,RS_Erly.B 9578,tomato_Early blight,tomato_Early blight,0.93019825,True,Correct Early Blight,102.85002136230469,50.029394566987214,51.21659851074219,928.6967282870319,0.990081787109375
07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578_final_masked.jpg,RS_Erly.B 9578,tomato_Early blight,tomato_Early blight,0.99641633,True,Correct Early Blight,34.65852355957031,46.02140328393374,67.38087463378906,590.2775825327262,0.4095001220703125
2792287f-aa8e-4c03-aabe-479e75cdc0f8___RS_Erly.B 9584.JPG,RS_Erly.B 9584,tomato_Early blight,tomato_Early blight,0.8632964,True,Correct Early Blight,102.85040283203125,42.76774065754476,49.98358154296875,2307.0501353794243,0.9985504150390625
2792287f-aa8e-4c03-aabe-479e75cdc0f8___RS_Erly.B 9584_final_masked.jpg,RS_Erly.B 9584,tomato_Early blight,tomato_Early blight,0.8936227,True,Correct Early Blight,41.30363464355469,44.27707287463803,60.2625732421875,507.71927353646606,0.51129150390625
89e0c6b5-8812-4a16-92eb-e63401b50051___RS_Erly.B 9589.JPG,RS_Erly.B 9589,tomato_Early blight,tomato_Late blight,0.7020329,False,Early Blight -> Late Blight,112.7012939453125,46.41001841323403,0.0,2344.1769599756226,0.9818878173828125
89e0c6b5-8812-4a16-92eb-e63401b50051___RS_Erly.B 9589_final_masked.jpg,RS_Erly.B 9589,tomato_Early blight,tomato_Late blight,0.5609736,False,Early Blight -> Late Blight,29.74676513671875,54.47089712254139,58.878997802734375,511.7547235393431,0.2618865966796875
b63549aa-e944-482e-9329-3b1fb95f92c8___RS_Erly.B 9597_final_masked.jpg,RS_Erly.B 9597,tomato_Early blight,tomato_Early blight,0.97223365,True,Correct Early Blight,50.39982604980469,54.38516741636698,85.3992919921875,571.2362297391519,0.5201873779296875
fb3352cc-9189-4214-8b94-a60c6a392c96___RS_Erly.B 9600_final_masked.jpg,RS_Erly.B 9600,tomato_Early blight,tomato_Early blight,0.52735406,True,Correct Early Blight,74.48809814453125,70.57879723117803,83.35357666015625,1085.685183942318,0.5769500732421875
42c0d61f-b28e-43e9-9fa3-bb03c6ec086a___RS_Erly.B 9601.JPG,RS_Erly.B 9601,tomato_Early blight,tomato_Early blight,0.9806979,True,Correct Early Blight,102.07408142089844,41.34111757734258,84.39071655273438,1124.010822057724,0.983917236328125
42c0d61f-b28e-43e9-9fa3-bb03c6ec086a___RS_Erly.B 9601_final_masked.jpg,RS_Erly.B 9601,tomato_Early blight,tomato_Late blight,0.8638953,False,Early Blight -> Late Blight,52.2681884765625,60.69413472067808,85.32359313964844,652.0316681617405,0.4845123291015625
25cc64d3-0ea1-4082-9b2a-bcaee3056580___RS_Erly.B 9602.JPG,RS_Erly.B 9602,tomato_Early blight,tomato_Early blight,0.9913629,True,Correct Early Blight,98.79612731933594,43.64308837443553,52.73255920410156,1915.7794035410043,0.97210693359375
25cc64d3-0ea1-4082-9b2a-bcaee3056580___RS_Erly.B 9602_final_masked.jpg,RS_Erly.B 9602,tomato_Early blight,tomato_Early blight,0.986746,True,Correct Early Blight,25.28387451171875,48.16760093174051,45.16021728515625,595.5614776609,0.2417755126953125
1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,RS_Erly.B 9605,tomato_Early blight,tomato_Early blight,0.503558,True,Correct Early Blight,127.4503173828125,52.912812438143106,46.20942687988281,1176.2612746411469,0.97296142578125
1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605_final_masked.jpg,RS_Erly.B 9605,tomato_Early blight,tomato_Late blight,0.69381446,False,Early Blight -> Late Blight,23.035995483398438,49.33960145840457,50.11869812011719,391.631126627326,0.207305908203125
48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly.B 9606.JPG,RS_Erly.B 9606,tomato_Early blight,tomato_Early blight,0.58064836,True,Correct Early Blight,95.1116943359375,41.37321913605475,57.40000915527344,2479.6177779638674,0.979461669921875
48160d05-d3e5-44bb-810e-18d08407b529___RS_Erly.B 9606_final_masked.jpg,RS_Erly.B 9606,tomato_Early blight,tomato_Early blight,0.7158082,True,Correct Early Blight,31.58270263671875,49.556042591144866,47.7269287109375,648.7238149642944,0.3254241943359375
c29f66a1-5df9-4bd7-a6cd-89a0d4a4cba5___RS_Erly.B 9608_final_masked.jpg,RS_Erly.B 9608,tomato_Early blight,tomato_Early blight,0.72873414,True,Correct Early Blight,42.87603759765625,53.16148146079084,63.34822082519531,1362.8388137221336,0.44427490234375
42ef04d9-9bea-4bd2-9ea4-54cb16c9be24___RS_Erly.B 9616.JPG,RS_Erly.B 9616,tomato_Early blight,tomato_Early blight,0.9397474,True,Correct Early Blight,108.4326171875,47.005248801371586,40.22560119628906,2109.4680327137467,0.97210693359375
42ef04d9-9bea-4bd2-9ea4-54cb16c9be24___RS_Erly.B 9616_final_masked.jpg,RS_Erly.B 9616,tomato_Early blight,tomato_Early blight,0.8720606,True,Correct Early Blight,28.003265380859375,53.37274055093448,43.316925048828125,630.0289154050406,0.241973876953125
96f7a84a-cafa-487d-a032-548cfe965bdb___RS_Erly.B 9621.JPG,RS_Erly.B 9621,tomato_Early blight,tomato_Early blight,0.8408758,True,Correct Early Blight,104.35945129394531,41.70248677289699,0.0,1884.200341500109,0.985321044921875
96f7a84a-cafa-487d-a032-548cfe965bdb___RS_Erly.B 9621_final_masked.jpg,RS_Erly.B 9621,tomato_Early blight,tomato_Early blight,0.9076895,True,Correct Early Blight,53.16032409667969,58.57943425048483,60.78521728515625,610.0273284630384,0.491973876953125
76b25fb0-e2fa-47ef-9b70-19efa3d65a9a___GHLB Leaf 1.4 Day 12_final_masked.jpg,GHLB Leaf 1.4,tomato_Late blight,tomato_Late blight,0.9932294,True,Correct Late Blight,58.13514709472656,53.20790606990508,79.57774353027344,294.75163223198615,0.6113128662109375
75894286-9ce2-448e-8148-0f7fc3442689___GHLB Leaf 2.2 Day 12_final_masked.jpg,GHLB Leaf 2.2,tomato_Late blight,tomato_Late blight,0.961771,True,Correct Late Blight,53.70716857910156,55.92182551319888,60.237060546875,280.31754731736146,0.5269927978515625
d2619e9f-172d-4c42-8513-0ab522c02824___GHLB Leaf 2.2 Day 16_final_masked.jpg,GHLB Leaf 2.2,tomato_Late blight,tomato_Late blight,0.96310645,True,Correct Late Blight,24.575408935546875,36.973828380670824,62.8095703125,170.36391272768378,0.35931396484375
90eb1ec4-efb0-426e-b84a-1ad097741da9___GHLB Leaf 23 Day 13_final_masked.jpg,GHLB Leaf 23,tomato_Late blight,tomato_Late blight,0.9988348,True,Correct Late Blight,41.505096435546875,56.32256933119582,53.33355712890625,283.5139841353521,0.3861236572265625
c73d4fb4-db6b-4f53-b15a-d739d9703b27___GHLB Leaf 23 Day 18_final_masked.jpg,GHLB Leaf 23,tomato_Late blight,tomato_Late blight,0.94127184,True,Correct Late Blight,43.815032958984375,71.49589663696936,53.97013854980469,278.04459027852863,0.29864501953125
d08bee32-4f76-4a08-9158-69fe55da2ddb___GHLB Leaf 23 Day 12_final_masked.jpg,GHLB Leaf 23,tomato_Late blight,tomato_Late blight,0.9984756,True,Correct Late Blight,52.79112243652344,60.22591056911715,63.73869323730469,261.7499209733214,0.47509765625
56fff1a0-e145-4cf8-a2e0-925d9fae1e24___GHLB Leaf 25 Day 12_final_masked.jpg,GHLB Leaf 25,tomato_Late blight,tomato_Late blight,0.9975262,True,Correct Late Blight,38.6480712890625,61.72515259464984,41.91392517089844,240.4443179310765,0.3087158203125
31df9041-c8b0-4ebb-93f7-cdac5338723b___GHLB Leaf 3.1 Day 1.JPG,GHLB Leaf 3.1,tomato_Late blight,tomato_Late blight,0.8881545,True,Correct Late Blight,168.528076171875,50.85465132931529,43.262969970703125,496.4143557434436,0.94000244140625
31df9041-c8b0-4ebb-93f7-cdac5338723b___GHLB Leaf 3.1 Day 1_final_masked.jpg,GHLB Leaf 3.1,tomato_Late blight,tomato_Late blight,0.35209185,True,Correct Late Blight,44.16009521484375,50.869717752504286,70.66371154785156,320.53005016758107,0.4471893310546875
0c3153b2-0e64-41b6-902a-66eafbf7cae6___GHLB Leaf 4.1 Day 1.JPG,GHLB Leaf 4.1,tomato_Late blight,tomato_Late blight,0.98286843,True,Correct Late Blight,102.708740234375,29.337288904873105,36.40234375,191.28276045038365,0.99993896484375
0c3153b2-0e64-41b6-902a-66eafbf7cae6___GHLB Leaf 4.1 Day 1_final_masked.jpg,GHLB Leaf 4.1,tomato_Late blight,tomato_Late blight,0.7467788,True,Correct Late Blight,29.93157958984375,45.43644806795795,43.7181396484375,305.3220166133251,0.3412017822265625
2850266c-aca2-4114-807f-a5b90ad012e5___GHLB Leaf 9 Day 6.JPG,GHLB Leaf 9,tomato_Late blight,tomato_Late blight,0.5614475,True,Correct Late Blight,113.766845703125,48.5463949516781,91.4117431640625,235.449087014189,1.0
2850266c-aca2-4114-807f-a5b90ad012e5___GHLB Leaf 9 Day 6_final_masked.jpg,GHLB Leaf 9,tomato_Late blight,tomato_Late blight,0.52823395,True,Correct Late Blight,52.35511779785156,43.6854305786364,93.21636962890625,290.0323218384292,0.68701171875
993ba935-925c-411c-887f-b06670d884c6___GHLB2 Leaf 100.1_final_masked.jpg,GHLB2 Leaf 100.1,tomato_Late blight,tomato_Late blight,0.9937296,True,Correct Late Blight,53.27464294433594,65.71941238066842,79.82711791992188,446.112493570894,0.4540252685546875
9309c2d7-07ea-4dfb-a79e-2e9128d38a75___GHLB2 Leaf 107.3_final_masked.jpg,GHLB2 Leaf 107.3,tomato_Late blight,tomato_Late blight,0.9649523,True,Correct Late Blight,53.27198791503906,66.83146431912097,78.32429504394531,625.0201835846528,0.4435272216796875
558681eb-ad2c-4c93-a347-c140f7e4517a___GHLB2 Leaf 116.1.JPG,GHLB2 Leaf 116.1,tomato_Late blight,tomato_Late blight,0.9939604,True,Correct Late Blight,119.381103515625,29.310481621158743,0.0,946.8064551120624,0.9987640380859375
558681eb-ad2c-4c93-a347-c140f7e4517a___GHLB2 Leaf 116.1_final_masked.jpg,GHLB2 Leaf 116.1,tomato_Late blight,tomato_Late blight,0.9988966,True,Correct Late Blight,41.693389892578125,63.51644071591692,63.68553161621094,359.74110673367977,0.3371124267578125
f3c203d3-4246-4af5-adfd-37452f637024___GHLB2 Leaf 118.1_final_masked.jpg,GHLB2 Leaf 118.1,tomato_Late blight,tomato_Late blight,0.99885654,True,Correct Late Blight,42.31510925292969,67.49114453797931,52.62889099121094,643.1968621404376,0.3078155517578125
fee09bd4-a9e3-4174-bd89-4f9b6f911902___GHLB2 Leaf 123_final_masked.jpg,GHLB2 Leaf 123,tomato_Late blight,tomato_Late blight,0.8284902,True,Correct Late Blight,66.12722778320312,77.12920836057805,73.35330200195312,389.4916923267301,0.4481201171875
7efeb8b7-9416-4b2b-bf24-acaf62918008___GHLB2 Leaf 124.1_final_masked.jpg,GHLB2 Leaf 124.1,tomato_Late blight,tomato_Late blight,0.9219068,True,Correct Late Blight,71.51412963867188,63.442478218783435,93.90023803710938,592.420628718799,0.595947265625
57e8eac3-bf54-463c-a3d7-6ef04ae0a8dc___GHLB2 Leaf 124.3_final_masked.jpg,GHLB2 Leaf 124.3,tomato_Late blight,tomato_Late blight,0.9475438,True,Correct Late Blight,74.62933349609375,70.16716052685527,73.06233215332031,308.47061021230184,0.5600738525390625
06a7cfd9-0992-4020-8a11-79249d657c0c___GHLB2 Leaf 131.JPG,GHLB2 Leaf 131,tomato_Late blight,tomato_Late blight,0.8495428,True,Correct Late Blight,85.23863220214844,29.349847170219846,58.00007629394531,1693.129282610258,0.9995880126953125
06a7cfd9-0992-4020-8a11-79249d657c0c___GHLB2 Leaf 131_final_masked.jpg,GHLB2 Leaf 131,tomato_Late blight,tomato_Late blight,0.9415663,True,Correct Late Blight,41.83659362792969,56.21118304231594,66.15589904785156,766.7761783187743,0.404205322265625
814df7b9-2950-4628-a03c-bfae17a4f0a8___GHLB2 Leaf 146.1_final_masked.jpg,GHLB2 Leaf 146.1,tomato_Late blight,tomato_Late blight,0.8287703,True,Correct Late Blight,58.8756103515625,66.15474823275197,81.86058044433594,831.9847542606294,0.47186279296875
08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152.JPG,GHLB2 Leaf 152,tomato_Late blight,tomato_Late blight,0.9908757,True,Correct Late Blight,127.88859558105469,36.30825683938323,65.57772827148438,1459.672524150461,0.99993896484375
08816f81-65f4-4372-84e8-d27b67a193d5___GHLB2 Leaf 152_final_masked.jpg,GHLB2 Leaf 152,tomato_Late blight,tomato_Late blight,0.91278607,True,Correct Late Blight,56.42218017578125,65.15881162517496,81.77021789550781,388.4545147679746,0.4471588134765625
10d91c8f-6d77-4c15-ad21-459688b52055___GHLB2 Leaf 154.4.JPG,GHLB2 Leaf 154.4,tomato_Late blight,tomato_Late blight,0.80584836,True,Correct Late Blight,118.31024169921875,26.355132708973354,21.34112548828125,2086.874496375909,0.999420166015625
10d91c8f-6d77-4c15-ad21-459688b52055___GHLB2 Leaf 154.4_final_masked.jpg,GHLB2 Leaf 154.4,tomato_Late blight,tomato_Late blight,0.85138994,True,Correct Late Blight,16.899765014648438,45.63797783312419,25.672012329101562,490.8070373535156,0.1315460205078125
47a6f6d3-e523-4103-bf89-ddc436f2a7a7___GHLB2 Leaf 154.5.JPG,GHLB2 Leaf 154.5,tomato_Late blight,tomato_Late blight,0.9907169,True,Correct Late Blight,105.92491149902344,27.803261580520957,0.0,2252.6135711648967,0.99957275390625
47a6f6d3-e523-4103-bf89-ddc436f2a7a7___GHLB2 Leaf 154.5_final_masked.jpg,GHLB2 Leaf 154.5,tomato_Late blight,tomato_Late blight,0.997997,True,Correct Late Blight,21.436004638671875,50.788846427532015,29.132003784179688,512.2223205566406,0.1645965576171875
d3756978-23f4-48a2-a7e5-9b32c9453059___GHLB2 Leaf 160.3_final_masked.jpg,GHLB2 Leaf 160.3,tomato_Late blight,tomato_Late blight,0.9986821,True,Correct Late Blight,58.83137512207031,76.91431222249427,64.39326477050781,510.314248024486,0.385162353515625
7fc96574-d320-4622-9695-1478156c6b76___GHLB2 Leaf 164.2_final_masked.jpg,GHLB2 Leaf 164.2,tomato_Late blight,tomato_Late blight,0.9970868,True,Correct Late Blight,69.26460266113281,77.72256883936183,81.58857727050781,465.50556503236294,0.4624176025390625
58e44a1a-8c19-4a83-834e-c40474a2cd51___GHLB2 Leaf 55.1_final_masked.jpg,GHLB2 Leaf 55.1,tomato_Late blight,tomato_Late blight,0.9022986,True,Correct Late Blight,44.76750183105469,66.50886745277249,49.06050109863281,543.3968904630747,0.3370361328125
25bfd51b-6db7-42a5-9990-992f52a0c836___GHLB2 Leaf 61.JPG,GHLB2 Leaf 61,tomato_Late blight,tomato_Late blight,0.94383687,True,Correct Late Blight,102.30067443847656,31.647604894228987,64.04397583007812,357.08325023110956,0.999908447265625
25bfd51b-6db7-42a5-9990-992f52a0c836___GHLB2 Leaf 61_final_masked.jpg,GHLB2 Leaf 61,tomato_Late blight,tomato_Late blight,0.977095,True,Correct Late Blight,71.93788146972656,67.44694910924171,83.10302734375,566.5429912200198,0.58453369140625
a07a8ed5-dbed-4299-96ef-18bc1ffcab3b___GHLB2 Leaf 68_final_masked.jpg,GHLB2 Leaf 68,tomato_Late blight,tomato_Late blight,0.76560974,True,Correct Late Blight,105.0308837890625,31.961748982153868,47.32511901855469,302.0188223735895,1.0
52c38d27-ff5d-4eb0-83a4-4dea0a7bc51b___GHLB2 Leaf 73.JPG,GHLB2 Leaf 73,tomato_Late blight,tomato_Late blight,0.998968,True,Correct Late Blight,111.2174072265625,23.13399792673979,0.0,904.02017371892,0.9999542236328125
52c38d27-ff5d-4eb0-83a4-4dea0a7bc51b___GHLB2 Leaf 73_final_masked.jpg,GHLB2 Leaf 73,tomato_Late blight,tomato_Late blight,0.93667275,True,Correct Late Blight,34.8135986328125,53.43080683265155,56.25154113769531,445.10921735479496,0.3268890380859375
4f47d31b-0890-49a7-ab33-8b5865cb8843___GHLB2 Leaf 80.JPG,GHLB2 Leaf 80,tomato_Late blight,tomato_Late blight,0.9848691,True,Correct Late Blight,115.69337463378906,30.268222676677155,0.0,388.01247388031334,1.0
4f47d31b-0890-49a7-ab33-8b5865cb8843___GHLB2 Leaf 80_final_masked.jpg,GHLB2 Leaf 80,tomato_Late blight,tomato_Late blight,0.999485,True,Correct Late Blight,50.12571716308594,66.66682918460924,71.06614685058594,385.0921418329235,0.3878936767578125
4789c47e-2fcd-4dd5-8a57-818b745c123d___GHLB2 Leaf 8545.JPG,GHLB2 Leaf 8545,tomato_Late blight,tomato_Late blight,0.7643227,True,Correct Late Blight,117.79454040527344,20.001947112309985,0.0,136.08657523617148,0.9999847412109375
4789c47e-2fcd-4dd5-8a57-818b745c123d___GHLB2 Leaf 8545_final_masked.jpg,GHLB2 Leaf 8545,tomato_Late blight,tomato_Late blight,0.92680025,True,Correct Late Blight,62.698699951171875,72.02760363614586,66.58865356445312,246.21347720711492,0.4447784423828125
c59952b7-66e1-484d-a2e2-d240e7b12680___GHLB2 Leaf 8553_final_masked.jpg,GHLB2 Leaf 8553,tomato_Late blight,tomato_Late blight,0.9709712,True,Correct Late Blight,49.66514587402344,62.89947441454061,59.90350341796875,222.20784460008144,0.4031524658203125
16064ecf-b035-4531-a6c0-d654dfccd6de___GHLB2 Leaf 8570.JPG,GHLB2 Leaf 8570,tomato_Late blight,tomato_Late blight,0.96247196,True,Correct Late Blight,121.66439819335938,16.996714902365735,59.47039794921875,459.33426364301704,1.0
16064ecf-b035-4531-a6c0-d654dfccd6de___GHLB2 Leaf 8570_final_masked.jpg,GHLB2 Leaf 8570,tomato_Late blight,tomato_Late blight,0.4706024,True,Correct Late Blight,53.901458740234375,64.94698878972409,78.7640380859375,320.1910994478967,0.4231109619140625
8afb4f4f-cc42-45fb-b3bb-6d6a4b358d8b___GHLB2 Leaf 8574_final_masked.jpg,GHLB2 Leaf 8574,tomato_Late blight,tomato_Late blight,0.9988387,True,Correct Late Blight,55.41905212402344,62.160674393813636,90.17222595214844,240.76630837260745,0.45758056640625
